1222
1051	1070
54	278
805	1126
20	162
790	1206
189	565
635	1005
391	1177
691	943
372	765
391	581
837	917
270	302
808	881
401	461
418	485
630	672
1074	1108
371	575
691	988
713	1076
216	508
909	1177
252	266
146	411
700	790
627	750
978	1104
757	1151
998	1047
669	1005
613	783
743	1212
125	741
627	671
441	542
618	1034
282	538
84	418
134	523
71	100
146	189
184	376
535	565
41	401
852	943
671	1173
302	456
618	841
47	143
765	934
490	552
638	1164
71	245
53	538
146	204
365	472
575	677
613	626
926	1149
744	767
268	383
326	461
628	837
883	896
956	972
741	1058
633	681
594	1121
884	1211
597	974
599	1092
896	943
987	1006
236	474
623	798
950	1082
59	435
774	960
95	401
791	994
575	1199
64	107
300	575
46	175
835	998
47	338
340	456
126	505
236	361
364	438
496	710
61	370
151	496
173	344
357	523
106	781
1005	1167
622	1145
750	1074
589	1212
404	988
868	1177
741	917
995	1161
649	767
1035	1070
887	955
671	894
746	829
282	496
783	876
126	219
35	152
754	972
404	835
594	889
634	662
83	132
671	783
100	1070
836	974
693	835
34	448
801	1029
676	919
644	1177
36	310
310	445
417	456
776	837
444	563
104	516
48	236
671	924
12	271
767	807
841	929
914	943
845	921
705	1038
153	359
138	501
945	963
216	1005
379	523
162	495
681	1061
147	385
590	919
881	1073
496	1041
225	565
901	1220
300	417
147	494
648	1149
261	282
980	1126
599	972
48	345
357	417
125	837
932	957
203	519
678	1161
919	965
832	1109
596	1078
371	765
1095	1196
742	988
994	1106
375	797
100	389
638	669
126	1181
345	474
605	1184
716	767
790	1106
350	581
630	797
42	282
777	837
371	618
169	516
742	943
829	952
284	371
713	1095
565	1006
767	1180
87	382
252	447
146	364
446	459
798	892
48	534
852	1098
252	302
696	994
307	771
316	563
960	983
155	375
671	1131
56	496
921	940
169	183
903	1028
743	837
744	829
691	726
618	794
657	922
979	1078
359	636
252	524
437	1170
71	72
661	1074
642	1082
661	782
169	192
1012	1078
671	1161
870	1212
714	940
397	496
588	965
94	138
627	921
726	863
766	920
380	1075
126	571
2	403
19	563
950	1175
169	482
633	837
95	356
100	654
47	385
31	524
731	1104
361	906
126	394
698	1127
835	1198
796	952
84	122
340	492
718	761
438	945
277	509
650	889
371	462
597	708
671	717
728	909
12	126
674	1103
126	356
59	189
224	252
371	383
1035	1098
758	889
672	1152
231	987
1005	1028
306	494
145	564
991	1005
497	1049
979	1005
671	995
654	727
841	972
698	847
326	516
668	1131
763	1199
48	136
232	437
834	1067
31	465
952	1058
681	932
96	132
440	546
496	1198
25	136
257	444
150	417
691	1067
21	75
232	452
702	798
654	1009
380	836
162	499
113	583
423	504
1028	1081
782	1109
881	1198
611	1029
219	492
630	974
385	562
59	583
994	1142
100	441
630	1170
526	693
837	988
180	497
364	630
401	516
606	1179
734	1132
829	988
609	917
243	403
466	1058
155	565
122	576
909	1104
553	906
808	841
790	1001
805	1167
609	774
42	385
799	1141
874	1078
873	921
605	934
363	583
380	383
790	856
20	440
614	1212
596	671
618	1075
155	339
137	252
356	496
671	1103
375	436
427	470
837	1167
747	1025
678	909
1127	1142
998	1198
155	448
726	921
356	583
837	1040
252	528
36	581
326	363
624	767
1106	1199
736	921
236	237
98	138
83	546
47	71
670	688
86	427
605	761
622	713
988	1075
683	967
98	125
793	1035
670	1071
605	618
456	575
1177	1197
23	47
61	216
47	421
268	406
1154	1159
17	146
383	477
519	847
59	507
300	519
83	497
47	266
805	858
383	418
282	441
357	579
693	921
801	995
126	128
749	1005
754	901
758	837
671	822
603	900
417	519
590	642
771	868
186	204
646	1188
672	1051
47	1165
282	347
671	967
444	516
909	974
31	36
841	1000
417	496
749	783
654	691
608	1005
125	457
21	254
705	1093
186	191
225	403
889	1012
690	767
232	401
31	437
982	1151
841	889
127	540
36	477
497	563
300	474
599	662
379	563
31	346
181	361
1029	1167
758	1149
186	401
300	361
449	545
600	671
1190	1198
12	565
586	670
290	435
114	143
646	956
761	1208
11	375
357	505
730	837
1002	1006
244	1169
189	528
945	1170
138	894
798	922
270	339
898	1032
180	469
733	767
18	472
204	499
630	837
613	921
635	945
47	551
747	975
146	436
790	1013
260	444
316	516
99	364
191	324
907	927
804	817
713	988
368	379
282	519
230	849
889	1155
265	339
622	907
847	994
60	496
614	1067
26	512
921	1208
666	1149
671	1200
118	186
47	234
490	565
1117	1196
252	564
610	834
1047	1153
365	499
403	554
114	565
591	1029
847	1199
636	914
950	1196
75	162
203	361
390	835
798	1116
47	456
98	496
649	992
779	945
796	881
688	1098
614	740
268	442
35	385
588	755
992	1004
1103	1212
774	884
224	326
383	497
245	496
796	992
637	974
357	534
670	985
122	365
1005	1194
162	516
47	302
1009	1199
805	894
36	61
774	1067
83	122
728	837
877	1136
693	1161
36	140
805	975
258	386
206	372
337	507
671	810
749	1078
693	1082
186	224
519	742
671	955
68	140
470	552
841	900
767	770
181	427
606	644
1067	1170
346	490
332	521
383	565
177	316
162	456
146	837
914	987
590	952
36	497
116	775
79	445
98	790
300	446
565	582
103	523
711	924
881	945
474	505
678	1043
668	881
597	1185
927	1008
609	755
646	920
59	542
1075	1078
668	736
994	1103
829	1038
47	741
186	292
767	1130
401	563
458	676
777	808
829	1151
339	1179
