34
7	3
16	6
20	25
14	4
21	28
15	1
17	25
23	26
3	7
19	29
30	23
15	11
14	1
17	23
8	15
23	25
9	14
20	32
7	5
14	15
25	21
15	14
14	2
26	18
23	19
22	25
21	15
13	23
32	25
10	14
19	23
11	15
15	16
6	16
14	8
13	0
15	13
22	23
27	21
26	23
0	14
23	22
21	2
18	26
33	18
1	15
29	23
14	22
7	15
21	27
20	21
15	0
25	0
23	21
3	6
4	1
14	28
26	33
7	1
20	31
15	10
16	23
15	7
23	24
5	7
24	25
14	12
25	20
15	9
31	20
14	3
26	19
23	18
32	23
23	31
29	19
3	21
10	15
25	32
11	14
16	14
14	9
25	23
15	12
21	20
27	20
0	15
32	20
23	17
27	25
1	14
22	14
20	27
7	14
14	10
12	14
0	25
21	23
13	15
1	4
23	20
2	14
6	5
16	5
14	16
5	16
21	32
25	24
15	21
14	7
1	7
23	27
18	33
5	6
19	26
16	2
14	13
25	27
15	8
14	0
23	32
31	23
21	13
13	21
3	14
18	23
8	14
23	30
29	18
9	15
33	26
32	14
6	3
16	15
24	23
25	22
2	16
27	23
23	16
32	21
23	29
4	14
28	14
14	11
21	25
12	15
20	23
25	17
13	14
2	21
0	13
21	3
28	21
18	29
14	32
23	13
